sub_id,customer_id,plan_name,internet_service,phone_service,multiple_lines,online_security,tech_support,streaming_tv,device_protection,monthly_charge_egp,total_charge_egp,tenure_months
S10300,C10300,Basic,DSL,No,No phone,No,No,No,Yes,200.94,7120.24,35
S10301,C10301,Basic,Fiber,Yes,No,No,Yes,Yes,Yes,176.94,4411.34,25
S10302,C10302,Ultra,Fiber,Yes,Yes,No,Yes,Yes,Yes,557.66,30640.26,55
S10303,C10303,Basic,DSL,No,No phone,No,No,No,No,107.51,3359.01,30
S10304,C10304,Ultra,5G,Yes,No,Yes,No,No,Yes,622.64,16181.7,26
S10305,C10305,Plus,5G,Yes,No,No,Yes,Yes,No,420.15,22249.16,53
S10306,C10306,Business,DSL,Yes,No,No,Yes,Yes,Yes,789.95,29868.22,38
S10307,C10307,Plus,5G,Yes,Yes,No,Yes,Yes,Yes,382.52,13105.86,34
S10308,C10308,Basic,5G,Yes,No,Yes,No,Yes,No,306.1,8577.36,28
S10309,C10309,Plus,Fiber,Yes,Yes,Yes,No,Yes,Yes,358.48,10449.71,29
S10310,C10310,Basic,No Internet,Yes,Yes,Yes,Yes,Yes,No,229.52,11737.78,51
S10311,C10311,Business,5G,No,No phone,No,No,No,No,840.1,11769.63,14
S10312,C10312,Business,DSL,Yes,Yes,No,Yes,Yes,Yes,791.84,39627.34,50
S10313,C10313,Basic,No Internet,Yes,No,No,No,Yes,Yes,160.48,7321.17,45
S10314,C10314,Ultra,5G,Yes,No,Yes,Yes,No,Yes,576.98,16217.15,28
S10315,C10315,Business,Fiber,Yes,Yes,Yes,Yes,No,No,771.39,20095.57,26
S10316,C10316,Plus,Fiber,Yes,Yes,Yes,No,Yes,No,384.97,8947.58,23
S10317,C10317,Ultra,No Internet,Yes,Yes,Yes,Yes,No,No,502.63,19613.5,39
S10318,C10318,Basic,Fiber,Yes,Yes,Yes,No,No,Yes,242.09,2969.85,12
S10319,C10319,Ultra,DSL,Yes,Yes,Yes,No,Yes,Yes,541.45,25438.3,47
S10320,C10320,Ultra,Fiber,No,No phone,Yes,No,Yes,No,588.86,26074.15,44
S10321,C10321,Basic,Fiber,Yes,Yes,No,No,Yes,Yes,292.63,16975.33,58
S10322,C10322,Basic,5G,Yes,Yes,No,Yes,No,Yes,304.2,11873.87,39
S10323,C10323,Ultra,No Internet,Yes,No,Yes,Yes,No,No,550.6,12140.24,22
S10324,C10324,Ultra,No Internet,Yes,Yes,No,No,Yes,No,564.39,27090.78,48
S10325,C10325,Plus,Fiber,Yes,No,No,Yes,No,Yes,346.16,20805.36,60
S10326,C10326,Basic,Fiber,No,No phone,No,No,Yes,Yes,301.33,4268.47,14
S10327,C10327,Business,Fiber,Yes,Yes,Yes,Yes,Yes,No,822.16,21296.28,26
S10328,C10328,Ultra,Fiber,Yes,Yes,No,Yes,Yes,No,649.78,26672.41,41
S10329,C10329,Ultra,5G,Yes,Yes,No,Yes,No,Yes,615.77,12251.63,20
S10330,C10330,Plus,DSL,Yes,Yes,No,No,No,Yes,330.87,14526.76,44
S10331,C10331,Plus,5G,Yes,Yes,No,Yes,Yes,No,437.66,17426.54,40
S10332,C10332,Plus,5G,Yes,No,No,No,No,Yes,451.59,18528.91,41
S10333,C10333,Ultra,Fiber,Yes,Yes,Yes,No,Yes,No,569.56,31363.24,55
S10334,C10334,Ultra,DSL,Yes,No,Yes,Yes,Yes,Yes,512.15,19411.23,38
S10335,C10335,Ultra,5G,Yes,Yes,Yes,Yes,No,No,616.3,27716.37,45
S10336,C10336,Basic,Fiber,Yes,Yes,Yes,No,Yes,Yes,231.97,12167.56,53
S10337,C10337,Business,Fiber,Yes,Yes,No,No,Yes,No,789.07,40237.87,51
S10338,C10338,Basic,5G,Yes,No,No,Yes,Yes,No,274.99,14936.99,54
S10339,C10339,Basic,5G,Yes,Yes,Yes,Yes,No,Yes,248.47,8373.79,33
S10340,C10340,Plus,DSL,Yes,Yes,Yes,Yes,No,Yes,336.32,19919.99,59
S10341,C10341,Basic,5G,Yes,No,No,Yes,No,Yes,299.98,6198.97,20
S10342,C10342,Basic,Fiber,No,No phone,No,Yes,Yes,Yes,232.06,12308.51,53
S10343,C10343,Basic,DSL,Yes,Yes,Yes,No,No,No,162.34,5524.66,35
S10344,C10344,Plus,Fiber,No,No phone,No,Yes,Yes,Yes,339.15,9801.36,29
S10345,C10345,Plus,Fiber,No,No phone,Yes,No,No,Yes,377.73,20283.27,54
S10346,C10346,Basic,Fiber,Yes,Yes,Yes,Yes,No,No,261.56,5880.28,23
S10347,C10347,Ultra,Fiber,Yes,Yes,Yes,No,No,Yes,620.43,13105.36,21
S10348,C10348,Plus,5G,Yes,No,Yes,Yes,No,Yes,485.05,26649.26,55
S10349,C10349,Plus,Fiber,Yes,Yes,Yes,Yes,No,Yes,389.59,18700.48,48
S10350,C10350,Plus,No Internet,Yes,Yes,No,Yes,No,No,306.37,7284.0,24
S10351,C10351,Business,Fiber,Yes,Yes,No,No,No,Yes,855.5,49589.95,58
S10352,C10352,Plus,Fiber,Yes,No,Yes,No,No,Yes,388.53,14884.16,38
S10353,C10353,Plus,DSL,Yes,Yes,Yes,No,Yes,No,345.64,8506.72,24
S10354,C10354,Ultra,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,581.23,29119.3,50
S10355,C10355,Plus,Fiber,Yes,Yes,No,No,Yes,Yes,439.7,6170.21,14
S10356,C10356,Ultra,DSL,Yes,No,No,Yes,Yes,Yes,519.11,10989.09,21
S10357,C10357,Basic,No Internet,No,No phone,Yes,No,Yes,Yes,187.57,4360.23,23
S10358,C10358,Basic,5G,Yes,Yes,Yes,Yes,Yes,Yes,274.62,3880.9,14
S10359,C10359,Basic,DSL,Yes,No,Yes,Yes,No,Yes,180.73,2608.68,15
S10360,C10360,Plus,Fiber,Yes,Yes,No,No,Yes,Yes,366.59,11104.63,30
S10361,C10361,Business,No Internet,Yes,Yes,No,Yes,No,No,778.01,24216.01,31
S10362,C10362,Plus,No Internet,Yes,No,Yes,No,No,No,317.62,15219.12,48
S10363,C10363,Plus,Fiber,Yes,No,Yes,No,No,No,361.3,20615.24,57
S10364,C10364,Plus,Fiber,Yes,No,No,Yes,Yes,No,418.63,19683.09,47
S10365,C10365,Plus,No Internet,Yes,Yes,No,No,No,Yes,298.22,9847.03,33
S10366,C10366,Ultra,5G,Yes,Yes,Yes,Yes,Yes,Yes,581.42,11053.98,19
S10367,C10367,Business,5G,Yes,Yes,No,Yes,Yes,No,822.05,32012.92,39
S10368,C10368,Business,5G,Yes,Yes,Yes,Yes,No,Yes,811.66,28436.09,35
S10369,C10369,Basic,Fiber,No,No phone,Yes,No,No,No,286.57,5918.43,20
S10370,C10370,Basic,Fiber,No,No phone,No,Yes,No,Yes,253.36,10836.34,43
S10371,C10371,Basic,No Internet,No,No phone,No,Yes,Yes,Yes,168.37,6941.62,41
S10372,C10372,Plus,Fiber,Yes,Yes,Yes,Yes,No,Yes,374.83,17534.53,47
S10373,C10373,Plus,Fiber,No,No phone,No,Yes,Yes,No,379.08,7246.68,19
S10374,C10374,Basic,DSL,No,No phone,No,No,No,No,177.14,6566.0,37
S10375,C10375,Ultra,5G,Yes,No,No,No,No,Yes,615.26,12427.63,20
S10376,C10376,Plus,DSL,Yes,No,Yes,Yes,No,No,369.3,15261.15,41
S10377,C10377,Plus,DSL,Yes,No,No,No,Yes,No,283.62,4845.7,17
S10378,C10378,Basic,DSL,Yes,Yes,No,No,No,Yes,246.72,8391.26,34
S10379,C10379,Basic,Fiber,Yes,No,Yes,Yes,Yes,No,231.32,11421.87,49
S10380,C10380,Basic,DSL,Yes,No,Yes,No,No,No,201.1,5908.36,29
S10381,C10381,Basic,Fiber,No,No phone,No,No,Yes,No,238.85,9074.97,38
S10382,C10382,Business,Fiber,Yes,Yes,Yes,No,No,No,844.77,37152.27,44
S10383,C10383,Plus,Fiber,Yes,No,No,No,No,No,370.71,12115.22,33
S10384,C10384,Plus,Fiber,Yes,No,Yes,No,No,Yes,427.3,8475.3,20
S10385,C10385,Ultra,Fiber,Yes,Yes,Yes,Yes,Yes,No,558.23,26294.78,47
S10386,C10386,Basic,5G,Yes,Yes,No,Yes,No,Yes,286.04,9365.88,33
S10387,C10387,Basic,DSL,Yes,No,No,No,Yes,No,160.88,9503.39,59
S10388,C10388,Basic,Fiber,No,No phone,Yes,No,Yes,No,228.72,9941.08,44
S10389,C10389,Plus,Fiber,Yes,No,Yes,No,No,Yes,364.71,6655.66,18
S10390,C10390,Ultra,5G,Yes,No,Yes,Yes,Yes,Yes,605.95,22455.22,37
S10391,C10391,Basic,DSL,Yes,No,No,No,Yes,No,203.31,3629.06,18
S10392,C10392,Basic,Fiber,Yes,Yes,No,No,No,Yes,268.44,8032.14,30
S10393,C10393,Plus,Fiber,Yes,Yes,No,Yes,Yes,Yes,349.75,8171.56,23
S10394,C10394,Business,No Internet,Yes,No,No,Yes,Yes,Yes,794.1,42856.96,54
S10395,C10395,Plus,DSL,Yes,Yes,No,No,Yes,No,368.82,15485.55,42
S10396,C10396,Business,Fiber,Yes,No,Yes,Yes,No,No,840.42,42954.79,51
S10397,C10397,Plus,DSL,Yes,Yes,Yes,Yes,Yes,No,351.96,12053.28,34
S10398,C10398,Plus,5G,Yes,No,Yes,Yes,Yes,Yes,393.16,7939.8,20
S10399,C10399,Ultra,DSL,No,No phone,No,No,Yes,No,536.26,6856.91,13
S10400,C10400,Plus,5G,Yes,No,Yes,No,No,No,422.53,7154.35,17
S10401,C10401,Basic,No Internet,Yes,Yes,No,Yes,Yes,Yes,152.57,5370.73,34
S10402,C10402,Plus,DSL,Yes,Yes,Yes,No,No,Yes,290.95,4781.77,16
S10403,C10403,Basic,Fiber,Yes,No,Yes,No,No,No,263.23,10260.91,39
S10404,C10404,Basic,5G,Yes,No,No,No,No,Yes,314.6,14481.67,46
S10405,C10405,Business,5G,Yes,Yes,Yes,Yes,Yes,Yes,807.39,45949.74,57
S10406,C10406,Ultra,DSL,No,No phone,Yes,Yes,Yes,No,540.31,8008.92,15
S10407,C10407,Business,DSL,Yes,No,No,Yes,No,No,804.25,27440.44,34
S10408,C10408,Ultra,5G,Yes,Yes,Yes,No,No,No,627.82,15218.07,24
S10409,C10409,Plus,Fiber,Yes,Yes,Yes,No,Yes,No,371.8,17360.52,47
S10410,C10410,Ultra,Fiber,Yes,Yes,No,Yes,Yes,No,600.73,34791.81,58
S10411,C10411,Basic,DSL,No,No phone,No,Yes,No,Yes,170.91,9214.42,54
S10412,C10412,Basic,Fiber,Yes,Yes,No,No,No,No,234.46,11566.09,49
S10413,C10413,Basic,5G,Yes,No,Yes,No,No,Yes,271.31,15132.88,56
S10414,C10414,Basic,Fiber,Yes,Yes,No,Yes,Yes,No,234.59,11888.95,51
S10415,C10415,Plus,5G,Yes,No,Yes,No,No,No,453.22,17627.19,39
S10416,C10416,Ultra,No Internet,Yes,Yes,No,No,Yes,Yes,533.44,9119.86,17
S10417,C10417,Plus,DSL,Yes,No,Yes,Yes,Yes,No,365.17,3971.29,11
S10418,C10418,Plus,DSL,Yes,No,No,Yes,Yes,No,405.95,12608.6,31
S10419,C10419,Plus,DSL,Yes,Yes,No,No,Yes,Yes,264.87,6468.06,24
S10420,C10420,Basic,5G,Yes,No,Yes,No,Yes,No,244.91,4871.69,20
S10421,C10421,Plus,5G,No,No phone,No,Yes,No,No,449.33,13017.94,29
S10422,C10422,Plus,Fiber,Yes,No,No,Yes,No,No,384.99,11175.88,29
S10423,C10423,Basic,Fiber,Yes,No,Yes,Yes,Yes,No,284.22,4624.89,16
S10424,C10424,Plus,Fiber,Yes,No,Yes,No,No,No,390.94,8660.03,22
S10425,C10425,Plus,Fiber,Yes,Yes,No,No,No,No,352.95,7732.64,22
S10426,C10426,Basic,DSL,Yes,Yes,No,No,Yes,Yes,222.76,8227.44,37
S10427,C10427,Ultra,Fiber,Yes,No,Yes,Yes,Yes,Yes,581.42,27917.24,48
S10428,C10428,Business,Fiber,Yes,Yes,Yes,Yes,No,No,833.0,24238.51,29
S10429,C10429,Plus,DSL,Yes,Yes,Yes,Yes,No,No,304.6,8445.58,28
S10430,C10430,Business,Fiber,Yes,No,Yes,Yes,Yes,No,846.22,26207.61,31
S10431,C10431,Ultra,5G,Yes,Yes,No,Yes,No,Yes,646.67,21380.55,33
S10432,C10432,Ultra,Fiber,Yes,No,Yes,No,Yes,Yes,550.23,18211.89,33
S10433,C10433,Plus,Fiber,Yes,Yes,No,Yes,Yes,Yes,351.65,7356.91,21
S10434,C10434,Plus,DSL,Yes,No,No,No,Yes,Yes,314.46,10890.82,35
S10435,C10435,Plus,Fiber,Yes,No,Yes,Yes,No,Yes,408.19,11681.72,29
S10436,C10436,Basic,DSL,No,No phone,No,Yes,Yes,No,179.74,6359.46,35
S10437,C10437,Basic,DSL,Yes,Yes,Yes,No,No,No,180.72,2334.55,13
S10438,C10438,Basic,5G,Yes,Yes,No,Yes,No,Yes,239.01,4350.81,18
S10439,C10439,Ultra,Fiber,Yes,No,Yes,Yes,Yes,No,617.91,9454.63,15
S10440,C10440,Plus,5G,No,No phone,No,No,No,Yes,433.93,6934.39,16
S10441,C10441,Plus,Fiber,Yes,No,Yes,Yes,Yes,Yes,399.81,22358.33,56
S10442,C10442,Business,DSL,Yes,Yes,Yes,Yes,Yes,No,737.71,37510.19,51
S10443,C10443,Business,Fiber,Yes,Yes,No,Yes,No,No,825.48,45512.76,55
S10444,C10444,Business,5G,No,No phone,No,No,No,No,892.95,10606.75,12
S10445,C10445,Plus,No Internet,Yes,No,No,No,No,Yes,332.79,11638.49,35
S10446,C10446,Ultra,DSL,Yes,No,No,Yes,No,Yes,557.27,8880.74,16
S10447,C10447,Plus,DSL,Yes,No,Yes,No,Yes,No,338.87,17547.17,52
S10448,C10448,Basic,DSL,Yes,No,No,No,Yes,Yes,196.41,9021.65,46
S10449,C10449,Basic,5G,Yes,Yes,Yes,No,Yes,Yes,271.89,8394.01,31
S10450,C10450,Ultra,5G,Yes,Yes,Yes,No,No,Yes,580.76,17945.88,31
S10451,C10451,Basic,Fiber,Yes,Yes,No,Yes,No,Yes,234.05,8317.5,36
S10452,C10452,Plus,DSL,Yes,Yes,Yes,No,No,Yes,288.07,5454.51,19
S10453,C10453,Ultra,Fiber,No,No phone,No,No,Yes,No,561.38,9384.9,17
S10454,C10454,Business,DSL,Yes,Yes,Yes,No,Yes,Yes,772.46,36395.6,47
S10455,C10455,Ultra,DSL,Yes,No,No,Yes,Yes,Yes,537.08,11926.98,22
S10456,C10456,Plus,DSL,Yes,Yes,Yes,Yes,No,Yes,313.84,10486.44,34
S10457,C10457,Plus,Fiber,Yes,No,No,Yes,Yes,No,389.33,19835.11,51
S10458,C10458,Plus,DSL,Yes,Yes,Yes,No,Yes,No,367.97,19604.36,53
S10459,C10459,Business,Fiber,Yes,No,No,Yes,No,No,837.46,33527.01,40
S10460,C10460,Basic,DSL,Yes,No,Yes,Yes,No,No,222.66,4458.98,20
S10461,C10461,Ultra,5G,Yes,Yes,No,Yes,No,No,594.04,11245.55,19
S10462,C10462,Basic,Fiber,Yes,Yes,No,No,Yes,Yes,250.99,6878.17,27
S10463,C10463,Plus,DSL,Yes,No,Yes,Yes,Yes,Yes,304.44,5242.88,17
S10464,C10464,Plus,Fiber,Yes,No,Yes,No,No,Yes,351.45,8434.5,24
S10465,C10465,Business,Fiber,No,No phone,Yes,No,Yes,No,813.38,21075.66,26
S10466,C10466,Basic,DSL,Yes,Yes,No,No,No,No,202.92,10246.07,51
S10467,C10467,Ultra,No Internet,Yes,No,No,No,Yes,Yes,504.15,14142.61,28
S10468,C10468,Plus,DSL,Yes,Yes,Yes,No,No,No,310.86,17448.5,56
S10469,C10469,Ultra,DSL,Yes,No,Yes,No,Yes,No,573.42,9168.14,16
S10470,C10470,Basic,Fiber,Yes,No,No,No,No,No,249.06,8233.54,33
S10471,C10471,Plus,5G,Yes,No,Yes,No,Yes,No,427.54,20805.16,49
S10472,C10472,Business,5G,Yes,No,Yes,No,Yes,Yes,869.11,39055.54,45
S10473,C10473,Plus,Fiber,Yes,Yes,Yes,Yes,Yes,Yes,436.9,13146.32,30
S10474,C10474,Plus,No Internet,Yes,Yes,No,Yes,No,No,311.57,15201.18,49
S10475,C10475,Plus,DSL,Yes,No,No,Yes,No,No,343.44,16097.63,47
S10476,C10476,Ultra,Fiber,Yes,No,No,Yes,No,No,559.64,26982.79,48
S10477,C10477,Basic,Fiber,Yes,Yes,Yes,No,Yes,No,248.34,8889.95,36
S10478,C10478,Plus,DSL,Yes,No,No,Yes,No,No,282.96,3854.28,14
S10479,C10479,Ultra,Fiber,Yes,No,Yes,No,No,Yes,571.84,13044.69,23
S10480,C10480,Ultra,DSL,Yes,No,Yes,No,No,No,552.63,12752.72,23
S10481,C10481,Basic,Fiber,Yes,No,Yes,Yes,No,Yes,256.79,12215.25,48
S10482,C10482,Basic,5G,Yes,No,Yes,No,No,No,309.6,14788.96,48
S10483,C10483,Basic,5G,Yes,No,No,No,Yes,No,278.47,10123.17,37
S10484,C10484,Basic,5G,Yes,No,No,Yes,Yes,No,263.18,9288.91,35
S10485,C10485,Basic,Fiber,Yes,Yes,Yes,No,No,No,224.52,7288.64,33
S10486,C10486,Plus,Fiber,Yes,Yes,No,No,Yes,No,370.45,16009.03,43
S10487,C10487,Basic,DSL,No,No phone,Yes,No,No,Yes,183.1,5828.74,32
S10488,C10488,Plus,DSL,Yes,Yes,No,Yes,Yes,Yes,335.79,17844.8,53
S10489,C10489,Basic,Fiber,No,No phone,Yes,Yes,Yes,Yes,280.23,4976.16,18
S10490,C10490,Basic,Fiber,Yes,Yes,No,No,No,No,253.27,14383.32,57
S10491,C10491,Basic,Fiber,Yes,No,No,Yes,Yes,No,232.13,12545.37,54
S10492,C10492,Plus,Fiber,Yes,No,No,No,No,No,354.26,3237.62,9
S10493,C10493,Plus,Fiber,Yes,No,Yes,Yes,Yes,Yes,357.24,7125.28,20
S10494,C10494,Ultra,5G,Yes,No,No,No,Yes,Yes,647.33,35440.94,55
S10495,C10495,Basic,Fiber,Yes,Yes,Yes,No,Yes,Yes,231.69,6080.19,26
S10496,C10496,Basic,Fiber,Yes,No,No,Yes,Yes,No,254.3,13873.94,55
S10497,C10497,Plus,Fiber,Yes,No,Yes,No,No,Yes,413.02,10334.14,25
S10498,C10498,Basic,5G,Yes,Yes,No,Yes,Yes,Yes,293.95,6226.03,21
S10499,C10499,Plus,Fiber,Yes,No,Yes,No,Yes,Yes,409.54,18509.08,45
S10500,C10500,Business,DSL,No,No phone,No,Yes,Yes,Yes,768.34,41461.71,54
S10501,C10501,Plus,No Internet,Yes,Yes,Yes,No,No,Yes,289.75,10466.09,36
S10502,C10502,Ultra,DSL,Yes,No,No,No,Yes,No,546.63,23484.45,43
S10503,C10503,Plus,DSL,Yes,Yes,Yes,No,No,No,352.29,13289.16,38
S10504,C10504,Ultra,Fiber,Yes,No,Yes,No,Yes,Yes,638.78,10291.06,16
S10505,C10505,Basic,5G,No,No phone,Yes,Yes,Yes,Yes,262.35,7095.08,27
S10506,C10506,Plus,Fiber,Yes,No,Yes,Yes,Yes,Yes,442.31,14165.47,32
S10507,C10507,Plus,Fiber,Yes,No,Yes,No,Yes,Yes,388.48,10072.63,26
S10508,C10508,Basic,5G,Yes,Yes,Yes,Yes,No,No,280.78,7364.84,26
S10509,C10509,Business,Fiber,Yes,No,Yes,Yes,No,No,817.08,44912.26,55
S10510,C10510,Plus,Fiber,Yes,Yes,No,No,No,Yes,400.49,13952.96,35
S10511,C10511,Basic,DSL,No,No phone,No,No,No,No,211.5,4353.24,20
S10512,C10512,Plus,Fiber,Yes,Yes,No,No,Yes,No,362.86,11314.28,31
S10513,C10513,Basic,5G,Yes,No,Yes,Yes,Yes,Yes,287.4,4557.07,16
S10514,C10514,Basic,Fiber,Yes,Yes,Yes,No,No,Yes,267.0,3524.03,14
S10515,C10515,Plus,DSL,No,No phone,Yes,Yes,No,Yes,315.56,5371.12,17
S10516,C10516,Ultra,DSL,Yes,Yes,Yes,Yes,No,Yes,480.51,5700.69,12
S10517,C10517,Plus,5G,Yes,No,Yes,Yes,No,Yes,444.54,25337.48,57
S10518,C10518,Plus,Fiber,Yes,No,Yes,Yes,Yes,Yes,389.93,6569.01,17
S10519,C10519,Basic,DSL,Yes,No,Yes,Yes,Yes,No,164.93,7907.99,48
S10520,C10520,Basic,DSL,No,No phone,Yes,No,No,No,217.13,6843.19,31
S10521,C10521,Plus,Fiber,No,No phone,No,No,No,Yes,413.65,11153.09,27
S10522,C10522,Basic,No Internet,Yes,No,Yes,No,No,Yes,179.45,10823.58,60
S10523,C10523,Ultra,Fiber,Yes,No,No,Yes,No,Yes,595.16,25014.19,42
S10524,C10524,Plus,Fiber,Yes,No,No,No,No,No,396.67,9414.41,24
S10525,C10525,Plus,Fiber,Yes,No,No,Yes,No,Yes,388.26,8166.16,21
S10526,C10526,Plus,5G,No,No phone,Yes,No,No,No,394.79,19264.08,49
S10527,C10527,Business,5G,Yes,No,Yes,No,Yes,No,815.17,30953.43,38
S10528,C10528,Plus,Fiber,Yes,Yes,No,No,No,No,373.25,11074.02,30
S10529,C10529,Plus,DSL,Yes,Yes,No,No,No,Yes,342.59,12790.32,37
S10530,C10530,Ultra,Fiber,Yes,Yes,No,Yes,No,Yes,578.0,13315.53,23
S10531,C10531,Plus,5G,Yes,Yes,Yes,Yes,Yes,No,400.56,11733.82,29
S10532,C10532,Basic,DSL,Yes,Yes,Yes,Yes,No,No,133.99,6537.77,48
S10533,C10533,Ultra,Fiber,No,No phone,Yes,No,No,Yes,564.8,19626.77,35
S10534,C10534,Plus,5G,Yes,No,No,No,No,Yes,377.76,19270.44,51
S10535,C10535,Basic,DSL,Yes,No,No,No,Yes,No,210.54,4416.57,21
S10536,C10536,Basic,Fiber,No,No phone,No,No,Yes,No,239.76,12722.3,53
S10537,C10537,Plus,DSL,Yes,No,Yes,Yes,No,No,325.08,4930.74,15
S10538,C10538,Basic,No Internet,Yes,Yes,Yes,Yes,No,No,169.35,8981.93,52
S10539,C10539,Ultra,Fiber,Yes,Yes,Yes,No,No,Yes,599.96,22285.68,37
S10540,C10540,Basic,5G,Yes,Yes,Yes,No,Yes,No,234.03,10513.33,45
S10541,C10541,Ultra,5G,Yes,No,Yes,No,No,Yes,634.82,25422.03,40
S10542,C10542,Basic,5G,Yes,No,Yes,No,No,No,253.64,12264.4,49
S10543,C10543,Plus,DSL,Yes,No,Yes,Yes,No,Yes,376.39,19148.61,51
S10544,C10544,Business,DSL,Yes,No,No,No,Yes,No,710.8,19228.18,27
S10545,C10545,Plus,DSL,Yes,No,No,Yes,No,Yes,300.94,13481.47,45
S10546,C10546,Plus,Fiber,Yes,No,No,Yes,No,No,409.56,4400.19,11
S10547,C10547,Ultra,DSL,Yes,No,Yes,No,No,Yes,538.96,27938.0,52
S10548,C10548,Basic,Fiber,Yes,No,Yes,No,No,No,238.66,5912.95,25
S10549,C10549,Plus,Fiber,No,No phone,No,No,Yes,No,424.96,20017.35,47
S10550,C10550,Plus,5G,Yes,No,Yes,No,No,No,437.66,15771.82,36
S10551,C10551,Plus,Fiber,Yes,Yes,No,No,Yes,Yes,371.39,8482.02,23
S10552,C10552,Basic,5G,Yes,Yes,Yes,Yes,No,No,276.37,5672.74,20
S10553,C10553,Business,5G,Yes,Yes,No,No,Yes,No,878.4,49181.49,56
S10554,C10554,Plus,5G,Yes,No,Yes,Yes,No,No,450.83,22941.91,51
S10555,C10555,Plus,Fiber,Yes,Yes,Yes,No,No,Yes,312.31,14308.66,46
S10556,C10556,Basic,Fiber,Yes,Yes,Yes,Yes,Yes,No,228.66,3412.7,15
S10557,C10557,Plus,5G,No,No phone,Yes,Yes,Yes,No,447.57,13893.94,31
S10558,C10558,Basic,DSL,Yes,No,Yes,No,Yes,Yes,189.23,7200.68,38
S10559,C10559,Plus,Fiber,Yes,Yes,Yes,No,Yes,Yes,399.42,8390.26,21
S10560,C10560,Basic,No Internet,Yes,Yes,Yes,Yes,Yes,No,163.68,3229.62,20
S10561,C10561,Basic,Fiber,No,No phone,Yes,No,Yes,No,246.7,6718.11,27
S10562,C10562,Plus,5G,Yes,No,No,No,No,Yes,410.4,15606.66,38
S10563,C10563,Ultra,DSL,Yes,Yes,No,Yes,Yes,Yes,496.87,17746.88,36
S10564,C10564,Plus,DSL,Yes,Yes,No,Yes,Yes,Yes,351.83,15072.46,43
S10565,C10565,Ultra,5G,Yes,No,No,Yes,No,Yes,621.66,30503.0,49
S10566,C10566,Basic,5G,Yes,No,No,Yes,No,Yes,294.93,13067.11,44
S10567,C10567,Plus,DSL,No,No phone,Yes,Yes,No,Yes,299.4,3388.69,11
S10568,C10568,Ultra,DSL,Yes,No,Yes,No,No,No,464.51,5462.15,12
S10569,C10569,Business,Fiber,Yes,No,No,Yes,Yes,No,800.92,11980.73,15
S10570,C10570,Basic,Fiber,No,No phone,Yes,No,Yes,No,276.56,7443.88,27
S10571,C10571,Ultra,Fiber,Yes,No,Yes,No,Yes,Yes,635.72,17914.9,28
S10572,C10572,Basic,Fiber,No,No phone,No,Yes,Yes,Yes,190.92,7864.59,41
S10573,C10573,Basic,DSL,Yes,No,Yes,Yes,Yes,No,197.97,3505.06,17
S10574,C10574,Plus,Fiber,Yes,No,No,No,No,Yes,394.21,15855.31,40
S10575,C10575,Plus,Fiber,Yes,Yes,No,No,No,No,317.68,12349.59,39
S10576,C10576,Business,Fiber,Yes,No,No,Yes,No,Yes,789.81,45001.29,57
S10577,C10577,Business,5G,Yes,No,No,No,No,No,904.6,27272.52,30
S10578,C10578,Ultra,Fiber,Yes,Yes,No,No,Yes,No,603.68,27714.84,46
S10579,C10579,Basic,5G,Yes,No,No,No,No,Yes,282.74,15615.64,55
S10580,C10580,Business,Fiber,Yes,No,Yes,Yes,No,No,903.39,25212.69,28
S10581,C10581,Basic,DSL,Yes,Yes,No,No,No,No,170.17,1916.6,12
S10582,C10582,Plus,Fiber,Yes,No,Yes,No,Yes,No,374.97,10800.35,29
S10583,C10583,Basic,DSL,Yes,Yes,No,Yes,Yes,Yes,212.96,10820.46,51
S10584,C10584,Basic,DSL,Yes,Yes,Yes,Yes,No,Yes,222.36,7276.57,33
S10585,C10585,Basic,Fiber,Yes,No,No,Yes,No,Yes,269.14,7380.59,28
S10586,C10586,Business,DSL,Yes,Yes,Yes,No,No,Yes,778.65,17169.66,22
S10587,C10587,Basic,Fiber,Yes,Yes,No,Yes,No,No,263.95,13527.03,51
S10588,C10588,Plus,No Internet,Yes,Yes,No,Yes,Yes,Yes,347.43,17852.31,51
S10589,C10589,Plus,Fiber,No,No phone,No,Yes,Yes,No,410.34,7967.31,19
S10590,C10590,Ultra,Fiber,Yes,Yes,Yes,Yes,No,Yes,641.26,36501.48,57
S10591,C10591,Plus,Fiber,Yes,Yes,No,Yes,Yes,No,400.84,18261.23,46
S10592,C10592,Basic,DSL,No,No phone,No,No,Yes,No,172.58,4380.27,25
S10593,C10593,Basic,Fiber,Yes,Yes,No,Yes,Yes,No,268.1,6500.33,24
S10594,C10594,Basic,No Internet,Yes,Yes,Yes,No,Yes,No,230.05,8282.5,36
S10595,C10595,Ultra,5G,No,No phone,Yes,Yes,Yes,No,603.36,19362.28,32
S10596,C10596,Basic,Fiber,Yes,No,Yes,Yes,No,Yes,264.41,13923.16,53
S10597,C10597,Basic,Fiber,Yes,Yes,No,Yes,Yes,Yes,277.19,7199.86,26
S10598,C10598,Business,DSL,Yes,No,Yes,Yes,Yes,No,772.25,15396.42,20
S10599,C10599,Ultra,Fiber,Yes,Yes,No,Yes,No,No,614.98,14882.65,24
S10600,C10600,Ultra,Fiber,No,No phone,No,No,Yes,No,572.95,26454.16,46
